,0,1,2,3,4,5,6,7,8,9
0,0.0,0.11590470057952353,0.08048937540244688,0.05795235028976176,0.025756600128783003,0.07405022537025112,0.1159047005795235,0.07083065035415326,0.012878300064391501,0.04185447520927238
1,0.019700551615445233,0.0,0.015760441292356188,0.01182033096926714,0.10244286840031523,0.003940110323089047,0.039401103230890466,0.027580772261623327,0.003940110323089047,0.0
2,0.3390742734122712,0.44133476856835296,0.0,0.2421959095801937,0.22066738428417654,0.2691065662002152,0.13455328310010764,0.6620021528525295,0.1022604951560818,0.15608180839612487
3,0.1274271844660194,0.29126213592233,0.2851941747572815,0.0,0.15169902912621358,0.7342233009708737,0.07888349514563105,0.2609223300970873,0.12135922330097086,0.1941747572815534
4,0.31690140845070425,0.6924882629107981,0.23474178403755874,0.1408450704225352,0.0,0.2523474178403756,0.25821596244131456,0.39319248826291087,0.08215962441314555,0.44600938967136156
5,0.24441340782122906,0.3840782122905028,0.16061452513966482,0.6075418994413407,0.1536312849162011,0.0,0.3282122905027933,0.27932960893854747,0.16061452513966482,0.223463687150838
6,0.2937649880095923,0.17386091127098321,0.12589928057553956,0.03597122302158273,0.07194244604316546,0.1199040767386091,0.0,0.14388489208633093,0.029976019184652276,0.07793764988009591
7,0.03156565656565657,0.1893939393939394,0.06944444444444443,0.025252525252525252,0.11363636363636365,0.056818181818181816,0.05681818181818182,0.0,0.025252525252525252,0.09469696969696972
8,0.38135593220338987,0.536723163841808,0.3319209039548022,0.8615819209039546,0.33192090395480234,0.5296610169491526,0.19774011299435026,0.4590395480225989,0.0,0.3601694915254238
9,0.23751522533495736,0.18879415347137635,0.08526187576126673,0.06699147381242386,0.4445797807551766,0.08526187576126673,0.4202192448233862,1.0109622411693058,0.048721071863580996,0.0
