,0,1,2,3,4,5,6,7,8,9
0,0.0,0.08781829811323796,0.07853387583805839,0.06074681991021638,0.03154526391221092,0.05857503347926674,0.08542497850239278,0.06406873387679458,0.025756600128783006,0.04676702848143577
1,0.034122356335084265,0.0,0.03152088258471237,0.02813801587290327,0.1344264941625846,0.01717454272474655,0.03940110323089046,0.04509662388597162,0.01717454272474655,0.0
2,0.14551674741222578,0.30616711847853373,0.0,0.13128429405436456,0.14631084197059405,0.1296188867469569,0.1356254377648456,0.23894481033824663,0.11016948057297482,0.11530831693018595
3,0.12420806729647282,0.23469756803171987,0.1811263538422245,0.0,0.17109068179455925,0.23493277527434392,0.08814222722290017,0.15482221871569263,0.13837080401688565,0.20088525918988895
4,0.21989429571825347,0.289647011250072,0.1617846097663172,0.10884528750581812,0.0,0.20082087596559473,0.16431924882629106,0.2808943179289746,0.09889847151615444,0.21832247931617693
5,0.19689765614345928,0.23318167398134076,0.1668687590132475,0.25856855560857006,0.12413679353792723,0.0,0.23484876705028263,0.24983999748601,0.1668687590132475,0.15552414421312913
6,0.22899795269525516,0.16297694507276003,0.09648367469682902,0.08562863823192865,0.06991549034586692,0.1257564566151261,0.0,0.10452995068442861,0.06429139864966192,0.10907317385287921
7,0.05467332094598729,0.1893939393939394,0.08446394040567963,0.050505050505050504,0.11222467698630795,0.09342581178629257,0.09342581178629257,0.0,0.050505050505050504,0.1254710032471704
8,0.19002293851799026,0.27388021793312595,0.2537463873336396,0.2821325473931946,0.2200626617356339,0.2227656821410664,0.1694915254237288,0.19912248841626673,0.0,0.18129233973154568
9,0.19440791351415793,0.13047676787837117,0.10263276215805552,0.09012575266107638,0.2533817790830051,0.08698451191891413,0.28428599310557384,0.30596484012376296,0.097442143727162,0.0
